'7T08BV08', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'7B3Z7SHQ', '0', '3', 'http://www.wikidata.org/prop/direct/P276', 12, 'http://www.wikidata.org/prop/direct/P276', 12, 'http://www.wikidata.org/prop/direct/P195', 11
'SG1ZZ452', '0', '1', 'http://www.wikidata.org/prop/direct/P608'
'SG1ZZ452', '0', '2', 'http://www.wikidata.org/prop/direct/P1071', 8, 'http://www.wikidata.org/prop/direct/P915', 2, 'http://www.wikidata.org/prop/direct/P180', 3, 'http://www.wikidata.org/prop/direct/P921', 2, 'http://www.wikidata.org/prop/direct/P138', 4, 'http://www.wikidata.org/prop/direct/P840', 4, 'http://www.wikidata.org/prop/direct/P1071', 8
'SG1ZZ452', '0', '3', 'http://www.wikidata.org/prop/direct/P276', 10, 'http://www.wikidata.org/prop/direct/P276', 10, 'http://www.wikidata.org/prop/direct/P195', 4
'547NZVON', '0', '1', 'http://www.wikidata.org/prop/direct/P608'
'547NZVON', '0', '2', 'http://www.wikidata.org/prop/direct/P1071'
'547NZVON', '0', '3', 'http://www.wikidata.org/prop/direct/P276'
'D729RZO6', '0', '1', 'http://www.wikidata.org/prop/direct/P186'
'D729RZO6', '0', '2', 'http://www.wikidata.org/prop/P2048'
'D729RZO6', '0', '3', 'http://www.wikidata.org/prop/direct/P136'
'D729RZO6', '0', '4', 'http://www.wikidata.org/prop/direct/P1343', 6, 'http://www.wikidata.org/prop/direct/P1343', 6, 'http://www.wikidata.org/prop/direct/P170', 1, 'http://www.wikidata.org/prop/direct/P608', 2
'D729RZO6', '0', '5', 'http://www.wikidata.org/prop/direct/P88'
'3BN69KN1', '0', '1', 'http://www.wikidata.org/prop/direct/P186'
'3BN69KN1', '0', '2', 'http://www.wikidata.org/prop/P2048'
'3BN69KN1', '0', '3', 'http://www.wikidata.org/prop/direct/P136'
'3BN69KN1', '0', '4', 'http://www.wikidata.org/prop/direct/P1343'
'3BN69KN1', '0', '5', 'http://www.wikidata.org/prop/direct/P88'
'16KXOCTG', '0', '1', 'http://www.wikidata.org/prop/direct/P186'
'16KXOCTG', '0', '2', 'http://www.wikidata.org/prop/P2048'
'16KXOCTG', '0', '3', 'http://www.wikidata.org/prop/direct/P136'
'16KXOCTG', '0', '4', 'http://www.wikidata.org/prop/direct/P1343'
'16KXOCTG', '0', '5', 'http://www.wikidata.org/prop/direct/P88'
'8C1KNGFI', '0', '1', 'http://www.wikidata.org/prop/direct/P186'
'8C1KNGFI', '0', '2', 'http://www.wikidata.org/prop/P2048'
'8C1KNGFI', '0', '3', 'http://www.wikidata.org/prop/direct/P136', 3, 'http://www.wikidata.org/prop/direct/P180', 1, 'http://www.wikidata.org/prop/direct/P136', 3
'8C1KNGFI', '0', '4', 'http://www.wikidata.org/prop/direct/P1343'
'8C1KNGFI', '0', '5', 'http://www.wikidata.org/prop/direct/P88'
'ZR0JVQ41', '0', '1', 'http://www.wikidata.org/prop/direct/P186'
'ZR0JVQ41', '0', '2', 'http://www.wikidata.org/prop/P2048'
'ZR0JVQ41', '0', '3', 'http://www.wikidata.org/prop/direct/P136'
'ZR0JVQ41', '0', '4', 'http://www.wikidata.org/prop/direct/P1343'
'ZR0JVQ41', '0', '5', 'http://www.wikidata.org/prop/direct/P88', 3, 'http://www.wikidata.org/prop/direct/P88', 3, 'http://www.wikidata.org/prop/direct/P127', 1, 'http://www.wikidata.org/prop/direct/P859', 1
'Y64QAC3K', '0', '1', 'http://www.wikidata.org/prop/direct/P17', 5, 'http://www.wikidata.org/prop/direct/P17', 5, 'http://www.wikidata.org/prop/direct/P180', 1, 'http://www.wikidata.org/prop/direct/P1071', 1
'Y64QAC3K', '0', '2', 'http://www.wikidata.org/prop/P1684', 3, 'http://www.wikidata.org/prop/P1684', 3, 'http://www.wikidata.org/prop/direct/P1639', 1
'Y64QAC3K', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'Y64QAC3K', '0', '4', 'http://www.wikidata.org/prop/direct/P135'
'OJZML0RK', '0', '1', 'http://www.wikidata.org/prop/direct/P180'
'OJZML0RK', '0', '2', 'http://www.wikidata.org/prop/P1684'
'OJZML0RK', '0', '3', 'http://www.wikidata.org/prop/direct/P17', 4, 'http://www.wikidata.org/prop/direct/P17', 4, 'http://www.wikidata.org/prop/direct/P495', 2
'OJZML0RK', '0', '4', 'http://www.wikidata.org/prop/direct/P135'
'JAC28F6C', '0', '1', 'http://www.wikidata.org/prop/P1476', 57, 'http://www.wikidata.org/prop/P1476', 57, 'http://www.wikidata.org/prop/P4765', 4, 'http://www.wikidata.org/prop/direct/P1889', 4, 'http://www.wikidata.org/prop/direct/P361', 1
'JAC28F6C', '0', '2', 'http://www.wikidata.org/prop/direct/P144'
'JAC28F6C', '0', '3', 'http://www.wikidata.org/prop/direct/P140'
'XV1KFZ7H', '0', '1', 'http://www.wikidata.org/prop/direct/P921', 195, 'http://www.wikidata.org/prop/direct/P144', 43, 'http://www.wikidata.org/prop/direct/P941', 3, 'http://www.wikidata.org/prop/direct/P921', 195, 'http://www.wikidata.org/prop/direct/P1533', 1, 'http://www.wikidata.org/prop/direct/P180', 18, 'http://www.wikidata.org/prop/P1476', 115, 'http://www.wikidata.org/prop/direct/P527', 2, 'http://www.wikidata.org/prop/direct/P1889', 4, 'http://www.wikidata.org/prop/P4765', 2, 'http://www.wikidata.org/prop/direct/P1441', 1
'XV1KFZ7H', '0', '2', 'http://www.wikidata.org/prop/direct/P921', 323, 'http://www.wikidata.org/prop/direct/P144', 79, 'http://www.wikidata.org/prop/direct/P941', 5, 'http://www.wikidata.org/prop/direct/P921', 323, 'http://www.wikidata.org/prop/direct/P1441', 2, 'http://www.wikidata.org/prop/direct/P180', 25, 'http://www.wikidata.org/prop/P1476', 133, 'http://www.wikidata.org/prop/direct/P527', 2, 'http://www.wikidata.org/prop/P4765', 2, 'http://www.wikidata.org/prop/direct/P155', 1
'XV1KFZ7H', '0', '3', 'http://www.wikidata.org/prop/direct/P140'
'477L1LP6', '0', '1', 'http://www.wikidata.org/prop/P1476', 3, 'http://www.wikidata.org/prop/P1476', 3, 'http://www.wikidata.org/prop/direct/P144', 1, 'http://www.wikidata.org/prop/direct/P921', 1
'477L1LP6', '0', '2', 'http://www.wikidata.org/prop/direct/P921', 523, 'http://www.wikidata.org/prop/direct/P156', 1, 'http://www.wikidata.org/prop/direct/P144', 16, 'http://www.wikidata.org/prop/direct/P4969', 1, 'http://www.wikidata.org/prop/direct/P921', 523, 'http://www.wikidata.org/prop/direct/P179', 4, 'http://www.wikidata.org/prop/direct/P180', 23, 'http://www.wikidata.org/prop/P1476', 230, 'http://www.wikidata.org/prop/direct/P527', 4, 'http://www.wikidata.org/prop/direct/P1889', 2, 'http://www.wikidata.org/prop/P4765', 11
'477L1LP6', '0', '3', 'http://www.wikidata.org/prop/direct/P140'
'5IKUHY96', '0', '1', 'http://www.wikidata.org/prop/direct/P921', 374, 'http://www.wikidata.org/prop/direct/P156', 1, 'http://www.wikidata.org/prop/direct/P144', 18, 'http://www.wikidata.org/prop/direct/P4969', 1, 'http://www.wikidata.org/prop/direct/P921', 374, 'http://www.wikidata.org/prop/direct/P179', 4, 'http://www.wikidata.org/prop/direct/P180', 19, 'http://www.wikidata.org/prop/P1476', 242, 'http://www.wikidata.org/prop/direct/P527', 4, 'http://www.wikidata.org/prop/direct/P1889', 2, 'http://www.wikidata.org/prop/P4765', 11
'5IKUHY96', '0', '2', 'http://www.wikidata.org/prop/direct/P921', 765, 'http://www.wikidata.org/prop/direct/P156', 2, 'http://www.wikidata.org/prop/P4765', 22, 'http://www.wikidata.org/prop/direct/P4969', 2, 'http://www.wikidata.org/prop/direct/P921', 765, 'http://www.wikidata.org/prop/direct/P179', 8, 'http://www.wikidata.org/prop/direct/P144', 32, 'http://www.wikidata.org/prop/direct/P180', 38, 'http://www.wikidata.org/prop/P1476', 458, 'http://www.wikidata.org/prop/direct/P527', 8, 'http://www.wikidata.org/prop/direct/P1889', 4
'5IKUHY96', '0', '3', 'http://www.wikidata.org/prop/direct/P140'
'TB7XPV94', '0', '1', 'http://www.wikidata.org/prop/P1476', 5, 'http://www.wikidata.org/prop/P1476', 5, 'http://www.wikidata.org/prop/direct/P144', 1, 'http://www.wikidata.org/prop/direct/P921', 5
'TB7XPV94', '0', '2', 'http://www.wikidata.org/prop/direct/P921', 7, 'http://www.wikidata.org/prop/direct/P144', 4, 'http://www.wikidata.org/prop/direct/P921', 7
'TB7XPV94', '0', '3', 'http://www.wikidata.org/prop/direct/P140'
'3AE65X20', '0', '1', 'http://www.wikidata.org/prop/direct/P131', 3, 'http://www.wikidata.org/prop/direct/P1071', 1, 'http://www.wikidata.org/prop/direct/P131', 3
'3AE65X20', '0', '2', 'http://www.wikidata.org/prop/direct/P921', 3, 'http://www.wikidata.org/prop/direct/P180', 2, 'http://www.wikidata.org/prop/direct/P921', 3, 'http://www.wikidata.org/prop/direct/P170', 2
'3AE65X20', '0', '3', 'http://www.wikidata.org/prop/direct/P361'
'9TYS809C', '0', '1', 'http://www.wikidata.org/prop/direct/P1001'
'9TYS809C', '0', '2', 'http://www.wikidata.org/prop/P4253'
'9TYS809C', '0', '3', 'http://www.wikidata.org/prop/P1342'
'9TYS809C', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'9TYS809C', '0', '5', 'http://www.wikidata.org/prop/direct/P527'
'9TYS809C', '0', '6', 'http://www.wikidata.org/prop/direct/P31'
'WFAX4NZZ', '0', '1', 'http://www.wikidata.org/prop/direct/P1001'
'WFAX4NZZ', '0', '2', 'http://www.wikidata.org/prop/P4253'
'WFAX4NZZ', '0', '3', 'http://www.wikidata.org/prop/P1342', 9, 'http://www.wikidata.org/prop/direct/P17', 2, 'http://www.wikidata.org/prop/P1342', 9
'WFAX4NZZ', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'WFAX4NZZ', '0', '5', 'http://www.wikidata.org/prop/direct/P527'
'WFAX4NZZ', '0', '6', 'http://www.wikidata.org/prop/direct/P31'
'R8XAZF9N', '0', '1', 'http://www.wikidata.org/prop/direct/P1001'
'R8XAZF9N', '0', '2', 'http://www.wikidata.org/prop/P4253'
'R8XAZF9N', '0', '3', 'http://www.wikidata.org/prop/P1342', 3, 'http://www.wikidata.org/prop/direct/P17', 1, 'http://www.wikidata.org/prop/P1342', 3
'R8XAZF9N', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'R8XAZF9N', '0', '5', 'http://www.wikidata.org/prop/direct/P527'
'R8XAZF9N', '0', '6', 'http://www.wikidata.org/prop/direct/P31'
'MGTPBKS1', '0', '1', 'http://www.wikidata.org/prop/direct/P1001'
'MGTPBKS1', '0', '2', 'http://www.wikidata.org/prop/P4253'
'MGTPBKS1', '0', '3', 'http://www.wikidata.org/prop/P1342'
'MGTPBKS1', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'MGTPBKS1', '0', '5', 'http://www.wikidata.org/prop/direct/P527'
'MGTPBKS1', '0', '6', 'http://www.wikidata.org/prop/direct/P31'
'9XNZYLDN', '0', '1', 'http://www.wikidata.org/prop/direct/P1001'
'9XNZYLDN', '0', '2', 'http://www.wikidata.org/prop/P4253'
'9XNZYLDN', '0', '3', 'http://www.wikidata.org/prop/P1342', 4, 'http://www.wikidata.org/prop/direct/P17', 1, 'http://www.wikidata.org/prop/P1342', 4
'9XNZYLDN', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'9XNZYLDN', '0', '5', 'http://www.wikidata.org/prop/direct/P527'
'9XNZYLDN', '0', '6', 'http://www.wikidata.org/prop/direct/P31'
'PZ173H1I', '0', '1', 'http://www.wikidata.org/prop/direct/P2293'
'PZ173H1I', '0', '2', 'http://www.wikidata.org/prop/direct/P279'
'PZ173H1I', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'K304DWDX', '0', '1', 'http://www.wikidata.org/prop/direct/P2293'
'K304DWDX', '0', '2', 'http://www.wikidata.org/prop/direct/P279'
'K304DWDX', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'ZV13VXZE', '0', '1', 'http://www.wikidata.org/prop/direct/P2293'
'ZV13VXZE', '0', '2', 'http://www.wikidata.org/prop/direct/P279'
'ZV13VXZE', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'CK8G7JFC', '0', '1', 'http://www.wikidata.org/prop/direct/P2293'
'CK8G7JFC', '0', '2', 'http://www.wikidata.org/prop/direct/P279'
'CK8G7JFC', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'1OV3LYCF', '0', '1', 'http://www.wikidata.org/prop/direct/P2293'
'1OV3LYCF', '0', '2', 'http://www.wikidata.org/prop/direct/P279'
'1OV3LYCF', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'NQEFM1FN', '0', '1', 'http://www.wikidata.org/prop/direct/P276', 3, 'http://www.wikidata.org/prop/direct/P276', 3, 'http://www.wikidata.org/prop/direct/P131', 1
'NQEFM1FN', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'NQEFM1FN', '0', '3', 'http://www.wikidata.org/prop/direct/P131', 3, 'http://www.wikidata.org/prop/direct/P276', 1, 'http://www.wikidata.org/prop/direct/P131', 3
'601ZM7RN', '0', '1', 'http://www.wikidata.org/prop/direct/P276', 8, 'http://www.wikidata.org/prop/direct/P276', 8, 'http://www.wikidata.org/prop/direct/P1889', 1, 'http://www.wikidata.org/prop/direct/P131', 4
'601ZM7RN', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'601ZM7RN', '0', '3', 'http://www.wikidata.org/prop/direct/P131', 9, 'http://www.wikidata.org/prop/direct/P276', 3, 'http://www.wikidata.org/prop/direct/P1889', 1, 'http://www.wikidata.org/prop/direct/P131', 9
'E1ACFV92', '0', '1', 'http://www.wikidata.org/prop/direct/P276', 3, 'http://www.wikidata.org/prop/direct/P276', 3, 'http://www.wikidata.org/prop/direct/P131', 2
'E1ACFV92', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'E1ACFV92', '0', '3', 'http://www.wikidata.org/prop/direct/P131', 3, 'http://www.wikidata.org/prop/direct/P276', 2, 'http://www.wikidata.org/prop/direct/P131', 3
'G6RFH4V9', '0', '1', 'http://www.wikidata.org/prop/direct/P527'
'G6RFH4V9', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'G6RFH4V9', '0', '3', 'http://www.wikidata.org/prop/direct/P1435'
'AKGDU2MR', '0', '1', 'http://www.wikidata.org/prop/direct/P527'
'AKGDU2MR', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'AKGDU2MR', '0', '3', 'http://www.wikidata.org/prop/direct/P1435'
'O9A0JTIP', '0', '1', 'http://www.wikidata.org/prop/direct/P47'
'O9A0JTIP', '0', '2', 'http://www.wikidata.org/prop/P2046'
'O9A0JTIP', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'O9A0JTIP', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'5FF9DLXE', '0', '1', 'http://www.wikidata.org/prop/direct/P47'
'5FF9DLXE', '0', '2', 'http://www.wikidata.org/prop/P2046'
'5FF9DLXE', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'5FF9DLXE', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'0HRS66YV', '0', '1', 'http://www.wikidata.org/prop/direct/P47'
'0HRS66YV', '0', '2', 'http://www.wikidata.org/prop/P2046'
'0HRS66YV', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'0HRS66YV', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'4MWLPL2A', '0', '1', 'http://www.wikidata.org/prop/direct/P1365'
'4MWLPL2A', '0', '2', 'http://www.wikidata.org/prop/direct/P1365', 8, 'http://www.wikidata.org/prop/direct/P47', 2, 'http://www.wikidata.org/prop/P31', 1, 'http://www.wikidata.org/prop/P571', 6, 'http://www.wikidata.org/prop/direct/P1365', 8
'4MWLPL2A', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'3ZUSN8WM', '0', '1', 'http://www.wikidata.org/prop/direct/P1365'
'3ZUSN8WM', '0', '2', 'http://www.wikidata.org/prop/direct/P1365', 6, 'http://www.wikidata.org/prop/direct/P47', 1, 'http://www.wikidata.org/prop/P793', 1, 'http://www.wikidata.org/prop/P571', 4, 'http://www.wikidata.org/prop/direct/P1365', 6
'3ZUSN8WM', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'J9GQUNOD', '0', '1', 'http://www.wikidata.org/prop/direct/P1365'
'J9GQUNOD', '0', '2', 'http://www.wikidata.org/prop/direct/P1365', 6, 'http://www.wikidata.org/prop/P793', 1, 'http://www.wikidata.org/prop/P571', 4, 'http://www.wikidata.org/prop/direct/P1365', 6
'J9GQUNOD', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'IRNJKDVQ', '0', '1', 'http://www.wikidata.org/prop/direct/P1365'
'IRNJKDVQ', '0', '2', 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/direct/P1365', 3
'IRNJKDVQ', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'UFKKDN31', '0', '1', 'http://www.wikidata.org/prop/direct/P1365'
'UFKKDN31', '0', '2', 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/P31', 1, 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/direct/P1365', 3
'UFKKDN31', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'9PSZQFG4', '0', '1', 'http://www.wikidata.org/prop/direct/P1889'
'9PSZQFG4', '0', '2', 'http://www.wikidata.org/prop/P2044'
'9PSZQFG4', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'9PSZQFG4', '0', '4', 'http://www.wikidata.org/prop/P2046'
'9PSZQFG4', '0', '5', 'http://www.wikidata.org/prop/direct/P131'
'569PQ2YT', '0', '1', 'http://www.wikidata.org/prop/direct/P1889', 17, 'http://www.wikidata.org/prop/direct/P1889', 17, 'http://www.wikidata.org/prop/direct/P460', 3
'569PQ2YT', '0', '2', 'http://www.wikidata.org/prop/P2044', 3, 'http://www.wikidata.org/prop/direct/P495', 1, 'http://www.wikidata.org/prop/P2044', 3
'569PQ2YT', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'569PQ2YT', '0', '4', 'http://www.wikidata.org/prop/P2046'
'569PQ2YT', '0', '5', 'http://www.wikidata.org/prop/direct/P131'
'IGB1WJZL', '0', '1', 'http://www.wikidata.org/prop/direct/P1889'
'IGB1WJZL', '0', '2', 'http://www.wikidata.org/prop/P2044', 12, 'http://www.wikidata.org/prop/P54', 1, 'http://www.wikidata.org/prop/P2044', 12, 'http://www.wikidata.org/prop/direct/P131', 1, 'http://www.wikidata.org/prop/direct/P17', 8, 'http://www.wikidata.org/prop/direct/P36', 1, 'http://www.wikidata.org/prop/direct/P1889', 2
'IGB1WJZL', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'IGB1WJZL', '0', '4', 'http://www.wikidata.org/prop/P2046'
'IGB1WJZL', '0', '5', 'http://www.wikidata.org/prop/direct/P131'
'HMWJRCSG', '0', '1', 'http://www.wikidata.org/prop/direct/P1889'
'HMWJRCSG', '0', '2', 'http://www.wikidata.org/prop/P2044'
'HMWJRCSG', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'HMWJRCSG', '0', '4', 'http://www.wikidata.org/prop/P2046', 6, 'http://www.wikidata.org/prop/direct/P17', 2, 'http://www.wikidata.org/prop/direct/P36', 1, 'http://www.wikidata.org/prop/P2046', 6, 'http://www.wikidata.org/prop/direct/P131', 1
'HMWJRCSG', '0', '5', 'http://www.wikidata.org/prop/direct/P131'
'NLNYNV8P', '0', '1', 'http://www.wikidata.org/prop/direct/P1889'
'NLNYNV8P', '0', '2', 'http://www.wikidata.org/prop/direct/P1889', 13, 'http://www.wikidata.org/prop/direct/P1889', 13, 'http://www.wikidata.org/prop/direct/P131', 3, 'http://www.wikidata.org/prop/direct/P27', 1, 'http://www.wikidata.org/prop/direct/P17', 4, 'http://www.wikidata.org/prop/direct/P1376', 3, 'http://www.wikidata.org/prop/P2044', 12
'NLNYNV8P', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'NLNYNV8P', '0', '4', 'http://www.wikidata.org/prop/direct/P1889', 13, 'http://www.wikidata.org/prop/direct/P1376', 3, 'http://www.wikidata.org/prop/direct/P1889', 13, 'http://www.wikidata.org/prop/direct/P131', 3, 'http://www.wikidata.org/prop/P2046', 12
'NLNYNV8P', '0', '5', 'http://www.wikidata.org/prop/direct/P131'
'YIMEL95I', '0', '1', 'http://www.wikidata.org/prop/direct/P36'
'YIMEL95I', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'YIMEL95I', '0', '3', 'http://www.wikidata.org/prop/direct/P150'
'USO2NPUC', '0', '1', 'http://www.wikidata.org/prop/direct/P5008'
'USO2NPUC', '0', '2', 'http://www.wikidata.org/prop/P1174'
'USO2NPUC', '0', '3', 'http://www.wikidata.org/prop/direct/P159', 3, 'http://www.wikidata.org/prop/direct/P131', 1, 'http://www.wikidata.org/prop/direct/P159', 3
'USO2NPUC', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'USO2NPUC', '0', '5', 'http://www.wikidata.org/prop/P1619', 3, 'http://www.wikidata.org/prop/P571', 1, 'http://www.wikidata.org/prop/P1619', 3
'6RENI2H9', '0', '1', 'http://www.wikidata.org/prop/direct/P155'
'6RENI2H9', '0', '2', 'http://www.wikidata.org/prop/direct/P361', 22, 'http://www.wikidata.org/prop/direct/P361', 22, 'http://www.wikidata.org/prop/direct/P1433', 22
'6RENI2H9', '0', '3', 'http://www.wikidata.org/prop/direct/P361', 22, 'http://www.wikidata.org/prop/direct/P361', 22, 'http://www.wikidata.org/prop/direct/P1433', 22
'PIB85QH5', '0', '1', 'http://www.wikidata.org/prop/direct/P155'
'PIB85QH5', '0', '2', 'http://www.wikidata.org/prop/direct/P361', 36, 'http://www.wikidata.org/prop/direct/P527', 2, 'http://www.wikidata.org/prop/direct/P361', 36, 'http://www.wikidata.org/prop/direct/P1433', 36
'PIB85QH5', '0', '3', 'http://www.wikidata.org/prop/direct/P361', 36, 'http://www.wikidata.org/prop/direct/P527', 2, 'http://www.wikidata.org/prop/direct/P361', 36, 'http://www.wikidata.org/prop/direct/P1433', 36
'9THM58O6', '0', '1', 'http://www.wikidata.org/prop/direct/P155'
'9THM58O6', '0', '2', 'http://www.wikidata.org/prop/direct/P361', 18, 'http://www.wikidata.org/prop/direct/P361', 18, 'http://www.wikidata.org/prop/direct/P1433', 18
'9THM58O6', '0', '3', 'http://www.wikidata.org/prop/direct/P361', 18, 'http://www.wikidata.org/prop/direct/P361', 18, 'http://www.wikidata.org/prop/direct/P1433', 18
'BMFCPG5T', '0', '1', 'http://www.wikidata.org/prop/direct/P155'
'BMFCPG5T', '0', '2', 'http://www.wikidata.org/prop/direct/P361', 48, 'http://www.wikidata.org/prop/P1476', 3, 'http://www.wikidata.org/prop/direct/P155', 4, 'http://www.wikidata.org/prop/direct/P156', 2, 'http://www.wikidata.org/prop/direct/P361', 48, 'http://www.wikidata.org/prop/direct/P1433', 48
'BMFCPG5T', '0', '3', 'http://www.wikidata.org/prop/direct/P361', 48, 'http://www.wikidata.org/prop/P1476', 3, 'http://www.wikidata.org/prop/direct/P155', 4, 'http://www.wikidata.org/prop/direct/P156', 2, 'http://www.wikidata.org/prop/direct/P361', 48, 'http://www.wikidata.org/prop/direct/P1433', 48
'K3CIMJP5', '0', '1', 'http://www.wikidata.org/prop/direct/P155'
'K3CIMJP5', '0', '2', 'http://www.wikidata.org/prop/direct/P361', 8, 'http://www.wikidata.org/prop/P1476', 3, 'http://www.wikidata.org/prop/direct/P155', 3, 'http://www.wikidata.org/prop/direct/P156', 3, 'http://www.wikidata.org/prop/direct/P361', 8, 'http://www.wikidata.org/prop/direct/P1433', 8
